pmid	title	journal
32312163	Impact of the COVID-19 Pandemic on the Management of Head and Neck Malignancies.	Otolaryngol Head Neck Surg
32312158	Insights on Otolaryngology Residency Training during the COVID-19 Pandemic.	Otolaryngol Head Neck Surg
32312129	The role of additive manufacturing and antimicrobial polymers in the COVID-19 pandemic.	Expert Rev Med Devices
32312113	Update on COVID-19 From the Journal.	Circ Cardiovasc Imaging
32312064	Coronavirus disease 2019 (COVID-19): two case reports from a family cluster.	Ann Palliat Med
32312026	An elderly couple with COVID-19 pneumonia treated in Singapore: contrasting clinical course and management.	Singapore Med J
32312025	Variable computed tomography appearances of COVID-19.	Singapore Med J
32312024	Trauma and orthopaedics in the COVID-19 pandemic: breaking every wave.	Singapore Med J
32312022	Consequences of COVID-19 on international medical graduates and students applying to residencies in the United States.	Korean J Med Educ
32312021	[Thoughts of the COVID-19 outbreak phases changed from emergency response to combination of emergency response and regular prevention and control].	Zhonghua Liu Xing Bing Xue Za Zhi
32312019	[Airborne spreading for patients suffering severe coronavirus disease-2019 with different oxygen therapies].	Zhonghua Nei Ke Za Zhi
32312018	Imaging features and mechanisms of novel coronavirus pneumonia (COVID-19): Study Protocol Clinical Trial (SPIRIT Compliant).	Medicine (Baltimore)
32311865	Prevention of exposure and dispersion of COVID-19 using air purifiers: challenges and concerns.	Epidemiol Health
32311848	Guidelines for Laboratory Diagnosis of Coronavirus Disease 2019 (COVID-19) in Korea.	Ann Lab Med
32311847	COVID-19 Testing in South Korea: Current Status and the Need for Faster Diagnostics.	Ann Lab Med
32311843	Thromboembolic events and apparent heparin resistance in patients infected with SARS-CoV-2.	Int J Lab Hematol
32311836	Experiences of Patients with Rheumatic Diseases in the US During Early Days of the COVID-19 Pandemic.	ACR Open Rheumatol
32311826	COVID-19 and the clinical hematology laboratory.	Int J Lab Hematol
32311820	Strategies for patient with cancer during COVID-19 pandemic.	Asia Pac J Clin Oncol
32311816	Management of Acute Myocardial Infarction During the COVID-19 Pandemic.	Catheter Cardiovasc Interv
32311811	COVID-19 under the SARS Cloud: Mental Health Nursing during the Pandemic in Hong Kong.	J Psychiatr Ment Health Nurs
32311793	Who speaks for nursing? COVID-19 highlighting gaps in leadership.	J Clin Nurs
32311790	Comparing rapid scoring systems in mortality prediction of critical ill patients with novel coronavirus disease.	Acad Emerg Med
32311772	Consensus guidelines for managing the airway in patients with COVID-19.	Anaesthesia
32311771	Airborne transmission of severe acute respiratory syndrome coronavirus-2 to healthcare workers: a narrative review.	Anaesthesia
32311763	Off-Label Therapies for COVID-19-Are We All In This Together?	Clin Pharmacol Ther
32311762	SARS-CoV-2: A new aetiology for atypical lymphocytes.	Br J Haematol
32311760	Inactivation of severe acute respiratory syndrome coronavirus 2 in plasma and platelet products using a riboflavin and ultraviolet light-based photochemical treatment.	Vox Sang
32311759	A process for daily checks when using anaesthetic machines to ventilate the lungs of COVID-19 patients: the 'domino switch' technique.	Anaesthesia
32311756	PPE and possible routes of airborne spread during the COVID-19 pandemic.	Anaesthesia
32311755	Editorial: low population mortality from COVID-19 in countries south of latitude 35 degrees North - supports vitamin D as a factor determining severity.	Aliment Pharmacol Ther
32311696	"Comment on ""Should COVID-19 Concern Nephrologists? Why and to What Extent? The Emerging Impasse of Angiotensin Blockade""."	Nephron
32311668	SARS-Cov-2 infection: Response of human immune system and possible implications for the rapid test and treatment.	Int Immunopharmacol
32311652	Diabetes self-management amid COVID-19 pandemic.	Diabetes Metab Syndr
32311651	Angiotensin-converting enzyme inhibitors and angiotensin receptor blockers may be harmful in patients with diabetes during COVID-19 pandemic.	Diabetes Metab Syndr
32311650	"Clinical features and short-term outcomes of 221 patients with COVID-19 in Wuhan, China."	J Clin Virol
32311646	COVID-19 admissions calculators: General population and paediatric cohort.	Early Hum Dev
32311643	Reorganisation of medical oncology departments during the novel coronavirus disease-19 pandemic: a nationwide Italian survey.	Eur J Cancer
32311512	Diarrhea is associated with prolonged symptoms and viral carriage in COVID-19.	Clin Gastroenterol Hepatol
32311508	[Gynecological surgery during the COVID-19 Pandemic: take home messages].	Gynecol Obstet Fertil Senol
32311499	Rapid Detection of Asymptomatic COVID-19 by CT Image-Guidance for Stereotactic Ablative Radiotherapy.	J Thorac Oncol
32311498	The impact of nutrition on COVID-19 susceptibility and long-term consequences.	Brain Behav Immun
32311497	The immunological case for staying active during the COVID-19 pandemic.	Brain Behav Immun
32311495	Nervous system damage after COVID-19 infection: presence or absence?	Brain Behav Immun
32311493	"The Second Worldwide Wave of Interest in Coronavirus since the COVID-19 Outbreaks in South Korea, Italy and Iran: A Google Trends Study."	Brain Behav Immun
32311489	Weathering the cytokine storm in susceptible patients with severe SARS-CoV-2 infection.	J Allergy Clin Immunol Pract
32311462	On the molecular determinants the SARS-CoV-2 attack.	Clin Immunol
32311451	Specific ACE2 Expression in Small Intestinal Enterocytes may Cause Gastrointestinal Symptoms and Injury after 2019-nCoV Infection.	Int J Infect Dis
32311449	SARS-CoV-2 RNA detection of hospital isolation wards hygiene monitoring during the Coronavirus Disease 2019 outbreak in a Chinese hospital.	Int J Infect Dis
32311448	"COVID-19 and Thrombotic or Thromboembolic Disease: Implications for Prevention, Antithrombotic Therapy, and Follow-up."	J Am Coll Cardiol
32311437	Detection and analysis of nucleic acid in various biological samples of COVID-19 patients.	Travel Med Infect Dis
32311431	"Etiology and genetic evolution of canine coronavirus circulating in five provinces of China, during 2018-2019."	Microb Pathog
32311380	Reducing antibiotic prescribing and addressing the global problem of antibiotic resistance by targeted hygiene in the home and everyday life settings: A Position Paper.	Am J Infect Control
32311350	COVID19 during pregnancy: a systematic review of reported cases.	Am J Obstet Gynecol
32311328	Gaps in India's preparedness for COVID-19 control.	Lancet Infect Dis
32311327	Rural areas at risk during COVID-19 pandemic.	Lancet Infect Dis
32311326	COVID-19 disrupts vaccine delivery.	Lancet Infect Dis
32311325	COVID-19: endgames.	Lancet Infect Dis
32311324	Hydroxychloroquine prophylaxis for COVID-19 contacts in India.	Lancet Infect Dis
32311323	COVID-19 in Latin America.	Lancet Infect Dis
32311322	Chloroquine or hydroxychloroquine for prophylaxis of COVID-19.	Lancet Infect Dis
32311321	"Prevention of COVID-19 in patients with inflammatory bowel disease in Wuhan, China."	Lancet Gastroenterol Hepatol
32311320	Impact assessment of non-pharmaceutical interventions against coronavirus disease 2019 and influenza in Hong Kong: an observational study.	Lancet Public Health
32311318	SARS-CoV-2 and viral sepsis: observations and hypotheses.	Lancet
32311314	ADHD management during the COVID-19 pandemic: guidance from the European ADHD Guidelines Group.	Lancet Child Adolesc Health
32311303	Surgical Considerations for an Awake Tracheotomy During the COVID-19 Pandemic.	J Laparoendosc Adv Surg Tech A
32311300	COVID-19 (Coronavirus Disease 2019): Opportunities and Challenges for Digital Health and the Internet of Medical Things in China.	OMICS
32311297	SARS-CoV-2: First Do No Harm.	Am J Respir Crit Care Med
32311289	Pursuing a Good Death in the Time of COVID-19.	J Palliat Med
32311287	Emergency Palliative Care Planning and Support in a COVID-19 Pandemic.	J Palliat Med
32311273	Managing COVID-19-Positive Maternal-Infant Dyads: An Italian Experience.	Breastfeed Med
32311181	SARS-CoV-2: What Can Saliva Tell Us?	Oral Dis
32311151	"Description of COVID-19 cases along with the measures taken on prevention and control in Zhejiang, China."	J Med Virol
32311145	SARS-CoV-2 infection in beta thalassemia: preliminary data from the Italian experience.	Am J Hematol
32311142	"Serological tests facilitate identification of asymptomatic SARS-CoV-2 infection in Wuhan, China."	J Med Virol
32311136	All People.	Hastings Cent Rep
32311132	Scarcity in the Covid-19 Pandemic.	Hastings Cent Rep
32311114	Management challenges for chronic dysimmune neuropathies during the COVID-19 pandemic.	Muscle Nerve
32311109	"Positive result of Sars-Cov-2 in faeces and sputum from discharged patient with COVID-19 in Yiwu, China."	J Med Virol
32311107	Causes of hypogeusia/hyposmia in SARS-CoV2 infected patients.	J Med Virol
32311094	Distinct Viral Clades of SARS-CoV-2: Implications for Modeling of Viral Spread.	J Med Virol
32311078	Elder Abuse in the COVID-19 Era.	J Am Geriatr Soc
32311070	Caregiving at a Physical Distance: Initial Thoughts for COVID-19 and Beyond.	J Am Geriatr Soc
32311068	Challenges and Responsibilities in Caring for the Most Vulnerable during the COVID-19 Pandemic.	J Am Geriatr Soc
32311049	COVID-19 in Nursing Homes.	QJM
32311047	Following Data as it Crosses Borders During the COVID-19 Pandemic.	J Am Med Inform Assoc
32311043	'COVID-19 Pandemic' Anxiety induced Tako-tsubo Cardiomyopathy.	QJM
32311040	COVID-19: Health prevention and control in non-healthcare settings.	Occup Med (Lond)
32311036	How hospitals in mainland China responded to the outbreak of COVID-19 using IT-enabled services: an analysis of hospital news webpages.	J Am Med Inform Assoc
32311034	Telehealth Transformation: COVID-19 and the rise of Virtual Care.	J Am Med Inform Assoc
32310924	[COVID-19 and coronary artery disease: selective and collaborative use of resources during public health crisis].	G Ital Cardiol (Rome)
32310923	"[COVID-19 pandemic: the need to reorganize a Cardiology Department in a hospital of the Lombardy Region, Italy]."	G Ital Cardiol (Rome)
32310921	[Being a cardiologist at the time of SARS-COVID-19: is it time to reconsider our way of working?]	G Ital Cardiol (Rome)
32310920	[The role of multimodality imaging in COVID-19 patients: from diagnosis to clinical monitoring and prognosis].	G Ital Cardiol (Rome)
32310919	[ANMCO Position paper: Considerations on in-hospital cardiological consultations and cardiology outpatient clinics during the COVID-19 pandemic].	G Ital Cardiol (Rome)
32310918	[ANMCO Position paper: Guidance for the management of suspected or confirmed COVID-19 patients requiring urgent electrophysiological procedures].	G Ital Cardiol (Rome)
32310917	[ANMCO Position paper: The network organization for the management of patients with acute coronary syndrome during the COVID-19 pandemic].	G Ital Cardiol (Rome)
32310916	[New insights into the seriousness of acute myocardial injury during COVID-19].	G Ital Cardiol (Rome)
32310915	"[ACE-inhibitors, angiotensin receptor blockers and severe acute respiratory syndrome caused by coronavirus]."	G Ital Cardiol (Rome)
32310914	[SARS-CoV-2 and the scientific community].	G Ital Cardiol (Rome)
32310898	Infection of severe acute respiratory syndrome coronavirus 2 in a patient with acquired immunodeficiency syndrome.	AIDS
32310817	"COVID-19 mobile positioning surveillance and contact tracing, and patient privacy."	JMIR Mhealth Uhealth
32310816	The impact of video-mediated communication on closed wound assessments in post-operative consultations: a conversation analytical study of video-mediated and co-present consultations.	J Med Internet Res
32310815	"Detection of SARS-CoV-2 RNA and antibodies in diverse samples: Protocol to validate the sufficiency of provider-observed home-collected blood, saliva and oropharyngeal samples."	JMIR Public Health Surveill
32310735	Pediatric Surgery in the Time of COVID-19.	J Laparoendosc Adv Surg Tech A
32310715	Surgical Infection Society Guidance for Operative and Peri-Operative Care of Adult Patients Infected by the Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2).	Surg Infect (Larchmt)
32310689	How Cyberpsychology and Virtual Reality Can Help Us to Overcome the Psychological Burden of Coronavirus.	Cyberpsychol Behav Soc Netw
32310688	"Biological plausibility for interactions between dietary fat, resveratrol, ACE2 and SARS-CoV illness severity."	Am J Physiol Endocrinol Metab
32310677	What we can learn from COVID-19 outbreak in Iran about the importance of alcohol use education.	Am J Drug Alcohol Abuse
32310675	Primary and Secondary Prevention of Cardiovascular Disease in the Era of the Coronavirus Pandemic.	Circulation
32310671	Addressing the Question of Dermatologic Manifestations of SARS-CoV-2 Infection in the Lower Extremities: A Closer Look at the Available Data and its Implications.	J Am Podiatr Med Assoc
